SKU;Producto;Fecha;TipoOperacion;Entrada;Salida;Saldo;Documento;Mes
210413;Pique Hombre M/L Marino 60/40 T/L;2026-08-20;99;0.0;30.0;3091.0;00 0000118232;2026-08
210413;Pique Hombre M/L Marino 60/40 T/L;2026-08-20;99;0.0;2.0;3089.0;00 0000118290;2026-08
210413;Pique Hombre M/L Marino 60/40 T/L;2026-08-20;99;0.0;70.0;3019.0;00 0000003375;2026-08
210414;Pique Hombre M/L Marino 60/40 T/XL;2026-08-20;99;0.0;12.0;1393.0;00 0000118221;2026-08
210414;Pique Hombre M/L Marino 60/40 T/XL;2026-08-20;99;0.0;20.0;1373.0;00 0000118232;2026-08
210414;Pique Hombre M/L Marino 60/40 T/XL;2026-08-20;99;0.0;40.0;1333.0;00 0000003375;2026-08
210415;Pique Hombre M/L Marino 60/40 T/XXL;2026-08-20;99;0.0;1.0;189.0;00 0000118290;2026-08
210415;Pique Hombre M/L Marino 60/40 T/XXL;2026-08-20;99;0.0;30.0;159.0;00 0000003375;2026-08
210422;Pique Hombre M/L Marino 230 T/M;2026-08-20;99;0.0;1.0;348.0;00 0000118196;2026-08
210423;Pique Hombre M/L Marino 230 T/L;2026-08-20;99;0.0;1.0;1008.0;00 0000118196;2026-08
210424;Pique Hombre M/L Marino 230 T/XL;2026-08-20;99;0.0;1.0;1000.0;00 0000118196;2026-08
210425;Pique Hombre M/L Marino 230 T/XXL;2026-08-20;99;0.0;1.0;185.0;00 0000118256;2026-08
210511;Pique Hombre M/L Negro 60/40 T/S;2026-08-20;99;0.0;2.0;510.0;00 0000118272;2026-08
210512;Pique Hombre M/L Negro 60/40 T/M;2026-08-20;99;0.0;4.0;736.0;00 0000118272;2026-08
210513;Pique Hombre M/L Negro 60/40 T/L;2026-08-20;99;0.0;4.0;1009.0;00 0000118272;2026-08
210513;Pique Hombre M/L Negro 60/40 T/L;2026-08-20;99;0.0;2.0;1007.0;00 0000118290;2026-08
210513;Pique Hombre M/L Negro 60/40 T/L;2026-08-20;99;0.0;1.0;1006.0;00 0000118267;2026-08
210513;Pique Hombre M/L Negro 60/40 T/L;2026-08-20;11;0.0;19.0;987.0;00 0000005661;2026-08
210514;Pique Hombre M/L Negro 60/40 T/XL;2026-08-20;21;150.0;0.0;692.0;00 0000012512;2026-08
210514;Pique Hombre M/L Negro 60/40 T/XL;2026-08-20;99;0.0;2.0;690.0;00 0000118272;2026-08
210514;Pique Hombre M/L Negro 60/40 T/XL;2026-08-20;11;0.0;46.0;644.0;00 0000005652;2026-08
210515;Pique Hombre M/L Negro 60/40 T/XXL;2026-08-20;99;0.0;1.0;227.0;00 0000118290;2026-08
210517;Pique Hombre M/L Negro 60/40 T/XXXXL;2026-08-20;99;2.0;0.0;24.0;00 007528;2026-08
210522;Pique Hombre M/L Negro 230 T/M;2026-08-20;21;150.0;0.0;540.0;00 0000012512;2026-08
210522;Pique Hombre M/L Negro 230 T/M;2026-08-20;99;0.0;4.0;536.0;00 0000118313;2026-08
210523;Pique Hombre M/L Negro 230 T/L;2026-08-20;99;0.0;4.0;547.0;00 0000118313;2026-08
210524;Pique Hombre M/L Negro 230 T/XL;2026-08-20;99;0.0;4.0;404.0;00 0000118313;2026-08
210711;Pique Hombre M/L Rey 60/40 T/S;2026-08-20;21;50.0;0.0;52.0;00 0000012509;2026-08
210711;Pique Hombre M/L Rey 60/40 T/S;2026-08-20;99;0.0;10.0;42.0;00 0000003376;2026-08
210725;Pique Hombre M/L Rey 230 T/XXL;2026-08-20;21;50.0;0.0;136.0;00 0000012496;2026-08
210813;Pique Hombre M/L Verde 60/40 T/L;2026-08-20;99;0.0;2.0;395.0;00 0000118290;2026-08
210813;Pique Hombre M/L Verde 60/40 T/L;2026-08-20;11;0.0;40.0;355.0;00 0000011639;2026-08
210814;Pique Hombre M/L Verde 60/40 T/XL;2026-08-20;11;0.0;40.0;257.0;00 0000011639;2026-08
210815;Pique Hombre M/L Verde 60/40 T/XXL;2026-08-20;99;0.0;1.0;102.0;00 0000118290;2026-08
210815;Pique Hombre M/L Verde 60/40 T/XXL;2026-08-20;11;0.0;20.0;82.0;00 0000011639;2026-08
211023;Pique Hombre M/L Naranjo 230 T/L;2026-08-20;99;0.0;1.0;353.0;00 0000118252;2026-08
2141022;OVEROL MANQUEHUE 360° POPLIN HOMBRE COLOR NARANJO TM;2026-08-20;99;0.0;50.0;55.0;00 0000003362;2026-08
2141023;OVEROL MANQUEHUE 360° POPLIN HOMBRE COLOR NARANJO TL;2026-08-20;99;0.0;50.0;111.0;00 0000003362;2026-08
2141024;OVEROL MANQUEHUE 360° POPLIN HOMBRE COLOR NARANJO TXL;2026-08-20;99;0.0;50.0;91.0;00 0000003362;2026-08
22205;Pechera Gabardina Negro;2026-08-20;99;0.0;60.0;1960.0;00 0000118253;2026-08
22205;Pechera Gabardina Negro;2026-08-20;99;0.0;4.0;1956.0;00 0000118276;2026-08
22305;Mandil Tipo Garzon Negro;2026-08-20;99;0.0;1.0;164.0;00 0000118265;2026-08
223122;Dryfit C/Polo C/R Hombre Ml OrangeFlúor T/M;2026-08-20;11;0.0;12.0;311.0;00 0000011639;2026-08
2260160;Chaqueta Chef Basica Blanco T/XS;2026-08-20;99;0.0;2.0;58.0;00 0000118230;2026-08
2260165;Chaqueta Chef Basica Blanco T/XXL;2026-08-20;99;0.0;2.0;185.0;00 0000118230;2026-08
2260561;Chaqueta Chef Basica Negro T/S;2026-08-20;99;0.0;1.0;157.0;00 0000118276;2026-08
2260562;Chaqueta Chef Basica Negro T/M;2026-08-20;99;0.0;1.0;277.0;00 0000118276;2026-08
2260563;Chaqueta Chef Basica Negro T/L;2026-08-20;99;0.0;2.0;220.0;00 0000118276;2026-08
2260564;Chaqueta Chef Basica Negro T/XL;2026-08-20;99;4.0;0.0;150.0;00 007524;2026-08
2260564;Chaqueta Chef Basica Negro T/XL;2026-08-20;99;0.0;2.0;148.0;00 0000118276;2026-08
2303226;Jadinera Térmica Austral Amarillo Flúor T-XXXL;2026-08-20;99;38.0;0.0;112.0;00 0000003307;2026-08
250425;Dry Fresh Hombre ML cuello camisero Azul Marino TXXL;2026-08-20;21;50.0;0.0;230.0;00 0000012517;2026-08
250425;Dry Fresh Hombre ML cuello camisero Azul Marino TXXL;2026-08-20;21;10.0;0.0;240.0;00 0000012518;2026-08
250522;Dry Fresh Hombre ML cuello camisero Negro T/M;2026-08-20;99;0.0;2.0;216.0;00 0000118196;2026-08
250525;Dry Fresh Hombre ML cuello camisero Negro T/XXL;2026-08-20;21;50.0;0.0;165.0;00 0000012495;2026-08
250525;Dry Fresh Hombre ML cuello camisero Negro T/XXL;2026-08-20;99;0.0;2.0;163.0;00 0000118196;2026-08
280522;Dry Fit Energy Hombre MC Negro T/M;2026-08-20;99;0.0;1.0;6.0;00 0000118215;2026-08
300122;Pique Mujer M/C Blanco 230 T/M;2026-08-20;99;0.0;5.0;307.0;00 0000118304;2026-08
300123;Pique Mujer M/C Blanco 230 T/L;2026-08-20;99;0.0;20.0;252.0;00 0000118304;2026-08
300524;Pique Mujer M/C Negro 230 T/XL;2026-08-20;21;3.0;0.0;93.0;00 0000012499;2026-08
300711;Pique Mujer M/C Royal 60/40 T/S;2026-08-20;99;0.0;2.0;360.0;00 0000118280;2026-08
300712;Pique Mujer M/C Royal 60/40 T/M;2026-08-20;99;0.0;1.0;309.0;00 0000118280;2026-08
300714;Pique Mujer M/C Royal 60/40 T/XL;2026-08-20;99;0.0;1.0;285.0;00 0000118280;2026-08
300721;Pique Mujer M/C Rey 230 T/S;2026-08-20;99;0.0;1.0;82.0;00 0000118196;2026-08
300722;Pique Mujer M/C Rey 230 T/M;2026-08-20;99;0.0;1.0;122.0;00 0000118196;2026-08
301026;Pique Mujer M/C Naranjo 230 T/XXXL;2026-08-20;11;0.0;5.0;41.0;00 0000011639;2026-08
310124;Pique Mujer M/L Blanco 230 T/XL;2026-08-20;99;7.0;0.0;203.0;00 0000003307;2026-08
310212;Pique Mujer M/L Melange 60/40 T/M;2026-08-20;99;0.0;1.0;427.0;00 0000118290;2026-08
310312;Pique Mujer M/L Rojo 60/40 T/M;2026-08-20;99;0.0;1.0;482.0;00 0000118290;2026-08
310421;Pique Mujer M/L Marino 230 T/S;2026-08-20;21;2.0;0.0;2.0;00 0000012501;2026-08
310421;Pique Mujer M/L Marino 230 T/S;2026-08-20;11;0.0;2.0;0.0;00 0000002590;2026-08
310422;Pique Mujer M/L Marino 230 T/M;2026-08-20;99;0.0;1.0;374.0;00 0000118290;2026-08
310423;Pique Mujer M/L Marino 230 T/L;2026-08-20;99;0.0;3.0;269.0;00 0000003373;2026-08
310512;Pique Mujer M/L Negro 60/40 T/M;2026-08-20;99;0.0;1.0;186.0;00 0000118290;2026-08
310822;Pique Mujer M/L Verde 230 T/M;2026-08-20;99;0.0;1.0;127.0;00 0000118290;2026-08
500122;Blusa Outdoor Light Blanco T/M;2026-08-20;99;0.0;1.0;70.0;00 0000118201;2026-08
500123;Blusa Outdoor Light Blanco T/L;2026-08-20;99;0.0;1.0;149.0;00 0000118279;2026-08
500423;Blusa Outdoor Light azul marino T/L;2026-08-20;99;0.0;1.0;226.0;00 0000118279;2026-08
510122;Camisa Outdoor Light Blanco T/M;2026-08-20;99;0.0;1.0;259.0;00 0000118289;2026-08
510422;Camisa Outdoor Light azul marino T/M;2026-08-20;99;0.0;2.0;145.0;00 0000118241;2026-08
510422;Camisa Outdoor Light azul marino T/M;2026-08-20;99;0.0;1.0;144.0;00 0000118289;2026-08
513922;Camisa Outdoor Light Azul Piedra Melange T/M;2026-08-20;99;0.0;2.0;382.0;00 0000118241;2026-08
540124;Blusa Oxford M/L Blanco T/XL;2026-08-20;11;0.0;9.0;200.0;00 0000002599;2026-08
540125;Blusa Oxford M/L Blanco T/XXL;2026-08-20;99;0.0;1.0;27.0;00 0000118197;2026-08
550111;Camisa MTX M/L 50-50 Blanco T/S;2026-08-20;99;10.0;0.0;11.0;00 0000003308;2026-08
550111;Camisa MTX M/L 50-50 Blanco T/S;2026-08-20;11;0.0;9.0;2.0;00 0000002590;2026-08
550113;Camisa MTX M/L 50-50 Blanco T/L;2026-08-20;99;0.0;3.0;217.0;00 0000118197;2026-08
550124;Camisa Oxford M/L Blanco T/XL;2026-08-20;99;0.0;1.0;154.0;00 0000118208;2026-08
550222;Camisa Oxford M/L Gris T/M;2026-08-20;99;0.0;2.0;130.0;00 0000003360;2026-08
551121;Camisa Oxford M/L Celeste T/S;2026-08-20;99;0.0;4.0;69.0;00 0000003356;2026-08
590224;Camisa Outdoor Gris T/XL;2026-08-20;99;0.0;1.0;247.0;00 0000003373;2026-08
590923;Camisa Outdoor Beige T/L;2026-08-20;99;0.0;6.0;204.0;00 0000118220;2026-08
590924;Camisa Outdoor Beige T/XL;2026-08-20;99;0.0;6.0;158.0;00 0000118220;2026-08
594322;Camisa Outdoor azul petróleo T/M;2026-08-20;99;0.0;4.0;104.0;00 0000118196;2026-08
594324;Camisa Outdoor azul petróleo T/XL;2026-08-20;99;0.0;3.0;147.0;00 0000118196;2026-08
594324;Camisa Outdoor azul petróleo T/XL;2026-08-20;99;0.0;2.0;145.0;00 0000118198;2026-08
594325;Camisa Outdoor azul petróleo T/XXL;2026-08-20;99;0.0;3.0;115.0;00 0000118196;2026-08
594325;Camisa Outdoor azul petróleo T/XXL;2026-08-20;99;0.0;2.0;113.0;00 0000118198;2026-08
610441;Poleron C/Polo Franela 280 Marino T/S;2026-08-20;99;0.0;2.0;403.0;00 0000118280;2026-08
610442;Poleron C/Polo Franela 280 Marino T/M;2026-08-20;99;0.0;2.0;296.0;00 0000118280;2026-08
610443;Poleron C/Polo Franela 280 Marino T/L;2026-08-20;99;0.0;2.0;218.0;00 0000118280;2026-08
610743;Poleron C/Polo Franela Rey 280 T/L;2026-08-20;99;0.0;1.0;143.0;00 0000118280;2026-08
621486;Micropolar Hombre Thermal Gris Acero T/XXXL;2026-08-20;21;1.0;0.0;1.0;00 0000012501;2026-08
621486;Micropolar Hombre Thermal Gris Acero T/XXXL;2026-08-20;11;0.0;1.0;0.0;00 0000002590;2026-08
670322;Poleron S/Cierre Franela Rojo T/M;2026-08-20;11;0.0;17.0;60.0;00 0000005661;2026-08
670521;Poleron S/Cierre Franela Negro T/S;2026-08-20;99;0.0;2.0;128.0;00 0000118281;2026-08
670522;Poleron S/Cierre Franela Negro T/M;2026-08-20;99;0.0;2.0;151.0;00 0000118281;2026-08
670522;Poleron S/Cierre Franela Negro T/M;2026-08-20;11;0.0;9.0;142.0;00 0000005661;2026-08
670523;Poleron S/Cierre Franela Negro T/L;2026-08-20;99;0.0;4.0;107.0;00 0000118281;2026-08
670722;Poleron S/Cierre Franela Rey T/M;2026-08-20;11;0.0;17.0;74.0;00 0000005661;2026-08
730223;Micropolar M/L Gris T/L;2026-08-20;99;0.0;2.0;658.0;00 0000118284;2026-08
730224;Micropolar M/L Gris T/XL;2026-08-20;99;0.0;1.0;437.0;00 0000118208;2026-08
730225;Micropolar M/L Gris T/XXL;2026-08-20;99;0.0;1.0;162.0;00 0000118256;2026-08
730225;Micropolar M/L Gris T/XXL;2026-08-20;99;0.0;1.0;161.0;00 0000118284;2026-08
730321;Micropolar M/L Rojo T/S;2026-08-20;99;0.0;1.0;1.0;00 0000118281;2026-08
730322;Micropolar M/L Rojo T/M;2026-08-20;99;0.0;5.0;319.0;00 0000118266;2026-08
730322;Micropolar M/L Rojo T/M;2026-08-20;99;0.0;1.0;318.0;00 0000118281;2026-08
730323;Micropolar M/L Rojo T/L;2026-08-20;99;0.0;2.0;592.0;00 0000118281;2026-08
730323;Micropolar M/L Rojo T/L;2026-08-20;99;0.0;2.0;590.0;00 0000118284;2026-08
730324;Micropolar M/L Rojo T/XL;2026-08-20;99;0.0;2.0;276.0;00 0000118281;2026-08
730325;Micropolar M/L Rojo T/XXL;2026-08-20;99;0.0;1.0;40.0;00 0000118284;2026-08
730326;Micropolar M/L Rojo T/XXXL;2026-08-20;11;0.0;3.0;43.0;00 0000011639;2026-08
730423;Micropolar M/L Marino T/L;2026-08-20;99;0.0;1.0;684.0;00 0000118256;2026-08
730423;Micropolar M/L Marino T/L;2026-08-20;99;0.0;2.0;682.0;00 0000118284;2026-08
730424;Micropolar M/L Marino T/XL;2026-08-20;99;1.0;0.0;168.0;00 007523;2026-08
730425;Micropolar M/L Marino T/XXL;2026-08-20;99;1.0;0.0;273.0;00 007523;2026-08
730425;Micropolar M/L Marino T/XXL;2026-08-20;99;0.0;1.0;272.0;00 0000118191;2026-08
730425;Micropolar M/L Marino T/XXL;2026-08-20;99;0.0;3.0;269.0;00 0000118256;2026-08
730425;Micropolar M/L Marino T/XXL;2026-08-20;99;0.0;1.0;268.0;00 0000118284;2026-08
730426;Micropolar M/L Marino T/XXXL;2026-08-20;99;0.0;4.0;42.0;00 0000003367;2026-08
730521;Micropolar M/L Negro T/S;2026-08-20;21;200.0;0.0;203.0;00 0000012520;2026-08
730521;Micropolar M/L Negro T/S;2026-08-20;99;0.0;1.0;202.0;00 0000118245;2026-08
730521;Micropolar M/L Negro T/S;2026-08-20;99;0.0;6.0;196.0;00 0000118306;2026-08
730521;Micropolar M/L Negro T/S;2026-08-20;99;0.0;2.0;194.0;00 0000118240;2026-08
730522;Micropolar M/L Negro T/M;2026-08-20;21;400.0;0.0;402.0;00 0000012520;2026-08
730522;Micropolar M/L Negro T/M;2026-08-20;99;0.0;1.0;401.0;00 0000118245;2026-08
730522;Micropolar M/L Negro T/M;2026-08-20;99;0.0;8.0;393.0;00 0000003377;2026-08
730522;Micropolar M/L Negro T/M;2026-08-20;99;0.0;6.0;387.0;00 0000118306;2026-08
730523;Micropolar M/L Negro T/L;2026-08-20;21;400.0;0.0;400.0;00 0000012520;2026-08
730523;Micropolar M/L Negro T/L;2026-08-20;99;0.0;2.0;398.0;00 0000118291;2026-08
730523;Micropolar M/L Negro T/L;2026-08-20;99;0.0;2.0;396.0;00 0000003376;2026-08
730523;Micropolar M/L Negro T/L;2026-08-20;99;0.0;1.0;395.0;00 0000118303;2026-08
730523;Micropolar M/L Negro T/L;2026-08-20;99;0.0;7.0;388.0;00 0000003377;2026-08
730523;Micropolar M/L Negro T/L;2026-08-20;99;0.0;1.0;387.0;00 0000003378;2026-08
730523;Micropolar M/L Negro T/L;2026-08-20;99;0.0;10.0;377.0;00 0000118306;2026-08
730524;Micropolar M/L Negro T/XL;2026-08-20;99;0.0;1.0;68.0;00 0000118208;2026-08
730525;Micropolar M/L Negro T/XXL;2026-08-20;99;0.0;1.0;0.0;00 0000118245;2026-08
730526;Micropolar M/L Negro T/XXXL;2026-08-20;21;20.0;0.0;94.0;00 0000012520;2026-08
730527;Micropolar M/L Negro T/XXXXL;2026-08-20;21;20.0;0.0;55.0;00 0000012520;2026-08
730724;Micropolar M/L Rey T/XL;2026-08-20;11;0.0;19.0;116.0;00 0000005661;2026-08
730821;Micropolar M/L Botella T/S;2026-08-20;21;60.0;0.0;60.0;00 0000012510;2026-08
730821;Micropolar M/L Botella T/S;2026-08-20;99;0.0;16.0;44.0;00 0000118273;2026-08
730821;Micropolar M/L Botella T/S;2026-08-20;99;0.0;32.0;12.0;00 0000118275;2026-08
730822;Micropolar M/L Botella T/M;2026-08-20;21;80.0;0.0;80.0;00 0000012510;2026-08
730822;Micropolar M/L Botella T/M;2026-08-20;99;0.0;21.0;59.0;00 0000118275;2026-08
730823;Micropolar M/L Botella T/L;2026-08-20;21;80.0;0.0;130.0;00 0000012510;2026-08
730823;Micropolar M/L Botella T/L;2026-08-20;99;0.0;2.0;128.0;00 0000118284;2026-08
730824;Micropolar M/L Botella T/XL;2026-08-20;21;60.0;0.0;96.0;00 0000012510;2026-08
730825;Micropolar M/L Botella T/XXL;2026-08-20;21;40.0;0.0;40.0;00 0000012510;2026-08
730825;Micropolar M/L Botella T/XXL;2026-08-20;99;0.0;5.0;35.0;00 0000118275;2026-08
730825;Micropolar M/L Botella T/XXL;2026-08-20;99;0.0;1.0;34.0;00 0000118284;2026-08
730826;Micropolar M/L Botella T/XXXL;2026-08-20;21;20.0;0.0;20.0;00 0000012510;2026-08
730826;Micropolar M/L Botella T/XXXL;2026-08-20;99;0.0;14.0;6.0;00 0000118273;2026-08
730826;Micropolar M/L Botella T/XXXL;2026-08-20;99;0.0;6.0;0.0;00 0000118275;2026-08
740222;Micropolar M/L Mujer Gris T/M;2026-08-20;99;0.0;1.0;138.0;00 0000118284;2026-08
740322;Micropolar M/L Mujer Rojo T/M;2026-08-20;99;0.0;1.0;187.0;00 0000118284;2026-08
740324;Micropolar M/L Mujer Rojo T/XL;2026-08-20;99;0.0;5.0;97.0;00 0000118266;2026-08
740422;Micropolar M/L Mujer Marino T/M;2026-08-20;99;0.0;2.0;394.0;00 0000118219;2026-08
740422;Micropolar M/L Mujer Marino T/M;2026-08-20;99;0.0;2.0;392.0;00 0000118256;2026-08
740422;Micropolar M/L Mujer Marino T/M;2026-08-20;99;0.0;1.0;391.0;00 0000118284;2026-08
740423;Micropolar M/L Mujer Marino T/L;2026-08-20;99;0.0;10.0;518.0;00 0000118256;2026-08
740424;Micropolar M/L Mujer Marino T/XL;2026-08-20;99;0.0;20.0;375.0;00 0000003359;2026-08
740424;Micropolar M/L Mujer Marino T/XL;2026-08-20;99;0.0;9.0;366.0;00 0000118256;2026-08
740521;Micropolar M/L Mujer Negro T/S;2026-08-20;99;0.0;2.0;2.0;00 0000003376;2026-08
740522;Micropolar M/L Mujer Negro T/M;2026-08-20;11;0.0;2.0;0.0;00 0000005654;2026-08
740523;Micropolar M/L Mujer Negro T/L;2026-08-20;99;0.0;1.0;1.0;00 0000118304;2026-08
740524;Micropolar M/L Mujer Negro T/XL;2026-08-20;99;0.0;1.0;146.0;00 0000003376;2026-08
740525;Micropolar M/L Mujer Negro T/XXL;2026-08-20;99;0.0;3.0;89.0;00 0000003376;2026-08
740526;Micropolar M/L Mujer Negro T/XXXL;2026-08-20;99;0.0;1.0;54.0;00 0000118239;2026-08
740822;Micropolar M/L Mujer Verde Botellal T/M;2026-08-20;99;0.0;1.0;51.0;00 0000118284;2026-08
820523;Casaca C/Polar Negro T/L;2026-08-20;99;0.0;1.0;2.0;00 0000118233;2026-08
830321;Cortaviento NM Rojo T/S;2026-08-20;99;0.0;1.0;206.0;00 0000118200;2026-08
830322;Cortaviento NM Rojo T/M;2026-08-20;99;0.0;1.0;181.0;00 0000118200;2026-08
830323;Cortaviento NM Rojo T/L;2026-08-20;99;0.0;1.0;244.0;00 0000118200;2026-08
830422;Cortaviento NM Marino T/M;2026-08-20;99;0.0;3.0;296.0;00 0000118196;2026-08
830422;Cortaviento NM Marino T/M;2026-08-20;99;0.0;1.0;295.0;00 0000118212;2026-08
830422;Cortaviento NM Marino T/M;2026-08-20;99;0.0;1.0;294.0;00 0000118212;2026-08
830422;Cortaviento NM Marino T/M;2026-08-20;99;0.0;2.0;292.0;00 0000118244;2026-08
830423;Cortaviento NM Marino T/L;2026-08-20;99;0.0;3.0;217.0;00 0000118196;2026-08
830424;Cortaviento NM Marino T/XL;2026-08-20;99;0.0;4.0;184.0;00 0000118196;2026-08
850521;Softshell Hombre Negro T/S;2026-08-20;11;0.0;7.0;17.0;00 0000011641;2026-08
850524;Softshell Hombre Negro T/XL;2026-08-20;11;0.0;3.0;38.0;00 0000011641;2026-08
850526;Softshell Hombre Negro T/XXXL;2026-08-20;11;0.0;2.0;19.0;00 0000011641;2026-08
8900523;Parka Tipo Pluma Mujer Light Negro T/L;2026-08-20;21;30.0;0.0;30.0;00 0000012519;2026-08
950521;Chaqueta Térmica Imperm Hombre Negro T/S;2026-08-20;99;0.0;1.0;26.0;00 0000118281;2026-08
950522;Chaqueta Térmica Imperm Hombre Negro T/M;2026-08-20;99;0.0;1.0;31.0;00 0000118281;2026-08
950523;Chaqueta Térmica Imperm Hombre Negro T/L;2026-08-20;99;0.0;1.0;32.0;00 0000118281;2026-08
950524;Chaqueta Térmica Imperm Hombre Negro T/XL;2026-08-20;99;0.0;1.0;10.0;00 0000118281;2026-08
960521;Softshell Basica Hombre Negro T/S;2026-08-20;99;0.0;1.0;0.0;00 0000118229;2026-08
960522;Softshell Basica Hombre Negro T/M;2026-08-20;99;0.0;2.0;105.0;00 0000118223;2026-08
960522;Softshell Basica Hombre Negro T/M;2026-08-20;99;0.0;9.0;96.0;00 0000118229;2026-08
960523;Softshell Basica Hombre Negro T/L;2026-08-20;99;0.0;2.0;0.0;00 0000118229;2026-08
960524;Softshell Basica Hombre Negro T/XL;2026-08-20;99;0.0;1.0;0.0;00 0000118229;2026-08
960526;Softshell Basica Hombre Negro T/XXXL;2026-08-20;99;0.0;1.0;20.0;00 0000118229;2026-08
970424;Softshell Básica Mujer Azul Marino T/XL;2026-08-20;99;0.0;1.0;23.0;00 0000003368;2026-08
970521;Softshell Básica Mujer Negro T/S;2026-08-20;99;0.0;2.0;62.0;00 0000118223;2026-08
970521;Softshell Básica Mujer Negro T/S;2026-08-20;99;0.0;1.0;61.0;00 0000118229;2026-08
970522;Softshell Básica Mujer Negro T/M;2026-08-20;99;0.0;2.0;0.0;00 0000118223;2026-08
970523;Softshell Básica Mujer Negro T/L;2026-08-20;99;0.0;3.0;63.0;00 0000118223;2026-08
CM1510450;JEANS CM ELAS MUJER REFLEX T/50;2026-08-20;21;1.0;0.0;17.0;00 0000012503;2026-08
CM1520452;JEANS CM ELAS HOMBRE REFLEX T/52;2026-08-20;21;21.0;0.0;21.0;00 0000012503;2026-08
CM1520452;JEANS CM ELAS HOMBRE REFLEX T/52;2026-08-20;11;0.0;6.0;15.0;00 0000002577;2026-08
CT3022;Calcetin Lana Cobre T/M 1unid.;2026-08-20;21;49.0;0.0;295.0;00 0000012514;2026-08
NP-540122;Blusa Oxford M/L Blanco T/M;2026-08-20;99;0.0;2.0;20.0;00 0000003355;2026-08
NP-540123;Blusa Oxford M/L Blanco T/L;2026-08-20;99;0.0;1.0;209.0;00 0000003355;2026-08
NP-550121;Camisa Oxford M/L Blanco T/S;2026-08-20;21;2.0;0.0;7.0;00 0000012501;2026-08
NP-550521;Camisa Oxford M/L Negro T/S;2026-08-20;99;0.0;2.0;12.0;00 0000118280;2026-08
NP-550522;Camisa Oxford M/L Negro T/M;2026-08-20;99;0.0;6.0;488.0;00 0000118280;2026-08
NP-550524;Camisa Oxford M/L Negro T/XL;2026-08-20;11;0.0;2.0;370.0;00 0000005658;2026-08
NP-551123;Camisa Oxford M/L Celeste T/L;2026-08-20;11;0.0;2.0;79.0;00 0000011639;2026-08
NP-570521;Camisa Trevira M/L Negro T/S;2026-08-20;99;0.0;4.0;261.0;00 0000003358;2026-08
NP-570522;Camisa Trevira M/L Negro T/M;2026-08-20;99;0.0;6.0;892.0;00 0000003358;2026-08
NP-570523;Camisa Trevira M/L Negro T/L;2026-08-20;99;0.0;8.0;645.0;00 0000003358;2026-08
NP-570524;Camisa Trevira M/L Negro T/XL;2026-08-20;99;0.0;6.0;450.0;00 0000003358;2026-08
NP-570525;Camisa Trevira M/L Negro T/XXL;2026-08-20;99;0.0;4.0;252.0;00 0000003358;2026-08
NP-9003;Jockey Denim Rojo;2026-08-20;99;0.0;20.0;897.0;00 0000003371;2026-08
NP-9004;Jockey Denim Marino;2026-08-20;99;0.0;50.0;2214.0;00 0000003354;2026-08
NP-9309;Legionario Beige;2026-08-20;21;450.0;0.0;2234.0;00 0000012512;2026-08
NP-9404;Pescador Canvas Ripstop Marino;2026-08-20;99;0.0;400.0;2263.0;00 0000118203;2026-08
NP-9409;Pescador Canvas Ripstop Beige;2026-08-20;21;600.0;0.0;2458.0;00 0000012512;2026-08
NP-9409;Pescador Canvas Ripstop Beige;2026-08-20;99;0.0;400.0;2058.0;00 0000118203;2026-08
NP-9409;Pescador Canvas Ripstop Beige;2026-08-20;99;0.0;400.0;1658.0;00 0000118218;2026-08
NP-9409;Pescador Canvas Ripstop Beige;2026-08-20;99;0.0;160.0;1498.0;00 0000118270;2026-08
SOD1510460;JEANS ELAS MUJER T/60;2026-08-20;21;1.0;0.0;31.0;00 0000012503;2026-08
SOD1520454;JEANS ELAS HOMBRE T/54;2026-08-20;21;1.0;0.0;350.0;00 0000012503;2026-08
T03142;Zapato De Seguridad Calbuco anti-clavo negro T/42;2026-08-20;21;20.0;0.0;60.0;00 0000012512;2026-08
100321;Polo M/C Rojo 175 T/S;2026-08-21;99;20.0;0.0;20.0;00 007529;2026-08
100321;Polo M/C Rojo 175 T/S;2026-08-21;99;0.0;20.0;0.0;00 0000118380;2026-08
100322;Polo M/C Rojo 175 T/M;2026-08-21;21;14.0;0.0;631.0;00 0000005666;2026-08
10033505;PARKA ALPES TERMICO/IMPERMEABLE HOMBRE VERDE OLIVA T/XXL;2026-08-21;99;0.0;1.0;35.0;00 0000003089;2026-08
10040203;CHAQUETA PIRINEOS TERMICO MUJER BICOLOR GRIS M. / GRIS OSC.;2026-08-21;99;0.0;1.0;57.0;00 0000003088;2026-08
10040402;CHAQUETA PIRINEOS TERMICO MUJER BICOLOR AZUL T/M;2026-08-21;99;0.0;1.0;30.0;00 0000003088;2026-08
100422;Polo M/C Marino 175 T/M;2026-08-21;21;100.0;0.0;1298.0;00 0000012527;2026-08
10050201;CHAQUETA PIRINEOS TERMICO HOMBRE BICOLOR GRIS M. / GRIS;2026-08-21;99;0.0;1.0;103.0;00 0000118323;2026-08
10050202;CHAQUETA PIRINEOS TERMICO HOMBRE BICOLOR GRIS M. / GRIS;2026-08-21;99;0.0;1.0;81.0;00 0000118322;2026-08
10050502;CHAQUETA PIRINEOS TERMICO HOMBRE BICOLOR NEGRO T/M;2026-08-21;99;0.0;1.0;46.0;00 0000003089;2026-08
